,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,start_date,start_date_local,timezone,utc_offset,Runner
101,5008.8,1417,1417,19.9,Run,Run,0,2021-01-17T16:45:20Z,2021-01-17T16:45:20Z,(GMT+00:00) Europe/London,0,Rob
102,5007,1422,1425,19.9,Run,Run,0,2021-01-12T18:35:55Z,2021-01-12T18:35:55Z,(GMT+00:00) Europe/London,0,Rob
103,21006.2,7243,7332,308.7,Run,Run,0,2021-01-10T14:04:16Z,2021-01-10T14:04:16Z,(GMT+00:00) Europe/London,0,Rob
104,5002.1,1469,1477,26.2,Run,Run,0,2021-01-05T18:07:00Z,2021-01-05T18:07:00Z,(GMT+00:00) Europe/London,0,Rob
105,6962.4,2393,2421,70.9,Run,Run,,2021-01-04T18:14:56Z,2021-01-04T18:14:56Z,(GMT+00:00) Europe/London,0,Rob
106,11005.9,3789,11154,130.5,Run,Run,0,2020-12-30T13:30:40Z,2020-12-30T13:30:40Z,(GMT+00:00) Europe/London,0,Rob
107,11002.6,3741,4354,144.4,Run,Run,0,2020-12-27T14:26:15Z,2020-12-27T14:26:15Z,(GMT+00:00) Europe/London,0,Rob
108,6003.4,2281,2302,33,Run,Run,0,2020-12-21T18:21:07Z,2020-12-21T18:21:07Z,(GMT+00:00) Europe/London,0,Rob
109,5006.1,1499,1517,55.2,Run,Run,0,2020-12-17T17:17:42Z,2020-12-17T17:17:42Z,(GMT+00:00) Europe/London,0,Rob
110,11000.2,3645,3705,147.4,Run,Run,0,2020-12-15T18:20:26Z,2020-12-15T18:20:26Z,(GMT+00:00) Europe/London,0,Rob
111,5182.6,1658,1687,23.4,Run,Run,0,2020-12-13T14:31:00Z,2020-12-13T14:31:00Z,(GMT+00:00) Europe/London,0,Rob
112,5000.9,1463,1498,28.7,Run,Run,0,2020-12-01T19:24:29Z,2020-12-01T19:24:29Z,(GMT+00:00) Europe/London,0,Rob
113,8895.6,2768,2793,11.9,Run,Run,0,2020-11-28T13:10:25Z,2020-11-28T13:10:25Z,(GMT+00:00) Europe/London,0,Rob
114,6357,2616,2650,54.7,Run,Run,,2020-11-28T12:15:33Z,2020-11-28T12:15:33Z,(GMT+00:00) Europe/London,0,Rob
115,5527.4,1596,1700,23.4,Run,Run,,2020-11-25T18:17:08Z,2020-11-25T18:17:08Z,(GMT+00:00) Europe/London,0,Rob
116,8624.4,2664,2785,25.6,Run,Run,,2020-11-23T18:42:58Z,2020-11-23T18:42:58Z,(GMT+00:00) Europe/London,0,Rob
117,5005.9,1511,1539,19.8,Run,Run,0,2020-11-17T18:24:00Z,2020-11-17T18:24:00Z,(GMT+00:00) Europe/London,0,Rob
118,10005.6,3530,3650,34.1,Run,Run,0,2020-11-12T18:06:13Z,2020-11-12T18:06:13Z,(GMT+00:00) Europe/London,0,Rob
119,5214.6,1700,1787,21.8,Run,Run,0,2020-11-11T18:19:23Z,2020-11-11T18:19:23Z,(GMT+00:00) Europe/London,0,Rob
120,12004.5,4284,4445,28.9,Run,Run,0,2020-08-26T16:45:15Z,2020-08-26T17:45:15Z,(GMT+00:00) Europe/London,3600,Rob
121,10006.3,3455,3508,13.5,Run,Run,0,2020-08-18T09:50:18Z,2020-08-18T10:50:18Z,(GMT+00:00) Europe/London,3600,Rob
122,15742.1,15018,27439,1013,Walk,Walk,,2020-08-14T08:47:32Z,2020-08-14T09:47:32Z,(GMT+00:00) Europe/London,3600,Rob
123,18006.5,6436,6772,51.8,Run,Run,0,2020-08-09T10:55:54Z,2020-08-09T11:55:54Z,(GMT+00:00) Europe/London,3600,Rob
124,6505.7,2092,2102,58.1,Run,Run,0,2020-08-06T15:17:54Z,2020-08-06T16:17:54Z,(GMT+00:00) Europe/London,3600,Rob
125,5016.2,1953,1958,18.4,Run,Run,,2020-08-03T11:50:45Z,2020-08-03T12:50:45Z,(GMT+00:00) Europe/London,3600,Rob
126,18486.1,7144,7187,171.9,Run,Run,0,2020-08-02T13:55:18Z,2020-08-02T14:55:18Z,(GMT+00:00) Europe/London,3600,Rob
127,7076.9,2671,3025,44.6,Run,Run,,2020-07-29T12:31:06Z,2020-07-29T13:31:06Z,(GMT+00:00) Europe/London,3600,Rob
128,5020.8,1935,1939,78.1,Run,Run,,2020-07-27T15:03:26Z,2020-07-27T16:03:26Z,(GMT+00:00) Europe/London,3600,Rob
129,10003.5,3335,3469,112,Run,Run,0,2020-07-26T14:31:00Z,2020-07-26T15:31:00Z,(GMT+00:00) Europe/London,3600,Rob
130,5002.8,1563,1568,17.7,Run,Run,0,2020-07-19T09:16:37Z,2020-07-19T11:16:37Z,(GMT+01:00) Europe/Rome,7200,Rob
131,5038.1,2386,2897,115.8,Run,Run,,2020-07-17T12:03:29Z,2020-07-17T13:03:29Z,(GMT+00:00) Europe/London,3600,Rob
132,6827.5,2637,2637,40.4,Run,Run,,2020-07-16T15:46:14Z,2020-07-16T16:46:14Z,(GMT+00:00) Europe/London,3600,Rob
133,5016.6,1968,1968,19.1,Run,Run,,2020-07-13T11:49:18Z,2020-07-13T12:49:18Z,(GMT+00:00) Europe/London,3600,Rob
134,17059.8,6405,6630,179.6,Run,Run,0,2020-07-12T11:59:10Z,2020-07-12T12:59:10Z,(GMT+00:00) Europe/London,3600,Rob
135,6030.4,2158,2521,38.3,Run,Run,,2020-07-10T13:59:22Z,2020-07-10T14:59:22Z,(GMT+00:00) Europe/London,3600,Rob
136,4850.4,1798,1798,30.9,Run,Run,,2020-07-09T11:55:14Z,2020-07-09T12:55:14Z,(GMT+00:00) Europe/London,3600,Rob
137,6083.6,2192,2578,37.8,Run,Run,,2020-07-08T16:19:58Z,2020-07-08T17:19:58Z,(GMT+00:00) Europe/London,3600,Rob
138,5023.8,1859,1859,21.1,Run,Run,,2020-07-06T15:23:58Z,2020-07-06T16:23:58Z,(GMT+00:00) Europe/London,3600,Rob
139,16525.3,5893,5922,161.6,Run,Run,0,2020-07-05T16:01:03Z,2020-07-05T17:01:03Z,(GMT+00:00) Europe/London,3600,Rob
140,5636.2,1935,2288,32.6,Run,Run,,2020-07-03T16:30:39Z,2020-07-03T17:30:39Z,(GMT+00:00) Europe/London,3600,Rob
